,State_Name,District_Name,Season,Crop
95342,Karnataka,SHIMOGA,Rabi       ,Rapeseed &Mustard
95343,Karnataka,SHIMOGA,Rabi       ,Safflower
95344,Karnataka,SHIMOGA,Rabi       ,Sunflower
95345,Karnataka,SHIMOGA,Rabi       ,Urad
95346,Karnataka,SHIMOGA,Summer     ,Dry chillies
95347,Karnataka,SHIMOGA,Summer     ,Jowar
95348,Karnataka,SHIMOGA,Summer     ,Maize
95349,Karnataka,SHIMOGA,Summer     ,Peas & beans (Pulses)
95350,Karnataka,SHIMOGA,Summer     ,Ragi
95351,Karnataka,SHIMOGA,Summer     ,Rice
95352,Karnataka,SHIMOGA,Summer     ,Sunflower
95353,Karnataka,SHIMOGA,Whole Year ,Arecanut
95354,Karnataka,SHIMOGA,Whole Year ,Banana
95355,Karnataka,SHIMOGA,Whole Year ,Black pepper
95356,Karnataka,SHIMOGA,Whole Year ,Cardamom
95357,Karnataka,SHIMOGA,Whole Year ,Coconut 
95358,Karnataka,SHIMOGA,Whole Year ,Cotton(lint)
95359,Karnataka,SHIMOGA,Whole Year ,Dry ginger
95360,Karnataka,SHIMOGA,Whole Year ,Sugarcane
95361,Karnataka,SHIMOGA,Whole Year ,Tapioca
95362,Karnataka,SHIMOGA,Whole Year ,Tobacco
95363,Karnataka,SHIMOGA,Whole Year ,Turmeric
95364,Karnataka,SHIMOGA,Kharif     ,Arhar/Tur
95365,Karnataka,SHIMOGA,Kharif     ,Castor seed
95366,Karnataka,SHIMOGA,Kharif     ,Gram
95367,Karnataka,SHIMOGA,Kharif     ,Groundnut
95368,Karnataka,SHIMOGA,Kharif     ,Horse-gram
95369,Karnataka,SHIMOGA,Kharif     ,Jowar
95370,Karnataka,SHIMOGA,Kharif     ,Maize
95371,Karnataka,SHIMOGA,Kharif     ,Moong(Green Gram)
95372,Karnataka,SHIMOGA,Kharif     ,Niger seed
95373,Karnataka,SHIMOGA,Kharif     ,Other Kharif pulses
95374,Karnataka,SHIMOGA,Kharif     ,Ragi
95375,Karnataka,SHIMOGA,Kharif     ,Rapeseed &Mustard
95376,Karnataka,SHIMOGA,Kharif     ,Rice
95377,Karnataka,SHIMOGA,Kharif     ,Sesamum
95378,Karnataka,SHIMOGA,Kharif     ,Sunflower
95379,Karnataka,SHIMOGA,Kharif     ,Urad
95380,Karnataka,SHIMOGA,Rabi       ,Gram
95381,Karnataka,SHIMOGA,Rabi       ,Groundnut
95382,Karnataka,SHIMOGA,Rabi       ,Horse-gram
95383,Karnataka,SHIMOGA,Rabi       ,Jowar
95384,Karnataka,SHIMOGA,Rabi       ,Linseed
95385,Karnataka,SHIMOGA,Rabi       ,Maize
95386,Karnataka,SHIMOGA,Rabi       ,Moong(Green Gram)
95387,Karnataka,SHIMOGA,Rabi       ,Other  Rabi pulses
95388,Karnataka,SHIMOGA,Rabi       ,Sunflower
95389,Karnataka,SHIMOGA,Rabi       ,Urad
95390,Karnataka,SHIMOGA,Summer     ,Jowar
95391,Karnataka,SHIMOGA,Summer     ,Maize
95392,Karnataka,SHIMOGA,Summer     ,Ragi
95393,Karnataka,SHIMOGA,Summer     ,Rice
95394,Karnataka,SHIMOGA,Summer     ,Sunflower
95395,Karnataka,SHIMOGA,Whole Year ,Arecanut
95396,Karnataka,SHIMOGA,Whole Year ,Banana
95397,Karnataka,SHIMOGA,Whole Year ,Black pepper
95398,Karnataka,SHIMOGA,Whole Year ,Cardamom
95399,Karnataka,SHIMOGA,Whole Year ,Coconut 
95400,Karnataka,SHIMOGA,Whole Year ,Cotton(lint)
95401,Karnataka,SHIMOGA,Whole Year ,Dry chillies
95402,Karnataka,SHIMOGA,Whole Year ,Dry ginger
95403,Karnataka,SHIMOGA,Whole Year ,Onion
95404,Karnataka,SHIMOGA,Whole Year ,Sugarcane
95405,Karnataka,SHIMOGA,Whole Year ,Tapioca
95406,Karnataka,SHIMOGA,Whole Year ,Tobacco
95407,Karnataka,SHIMOGA,Whole Year ,Turmeric
95408,Karnataka,SHIMOGA,Kharif     ,Arhar/Tur
95409,Karnataka,SHIMOGA,Kharif     ,Castor seed
95410,Karnataka,SHIMOGA,Kharif     ,Dry chillies
95411,Karnataka,SHIMOGA,Kharif     ,Groundnut
95412,Karnataka,SHIMOGA,Kharif     ,Horse-gram
95413,Karnataka,SHIMOGA,Kharif     ,Jowar
95414,Karnataka,SHIMOGA,Kharif     ,Maize
95415,Karnataka,SHIMOGA,Kharif     ,Moong(Green Gram)
95416,Karnataka,SHIMOGA,Kharif     ,Niger seed
95417,Karnataka,SHIMOGA,Kharif     ,Onion
95418,Karnataka,SHIMOGA,Kharif     ,Other Kharif pulses
95419,Karnataka,SHIMOGA,Kharif     ,Ragi
95420,Karnataka,SHIMOGA,Kharif     ,Rapeseed &Mustard
95421,Karnataka,SHIMOGA,Kharif     ,Rice
95422,Karnataka,SHIMOGA,Kharif     ,Sesamum
95423,Karnataka,SHIMOGA,Kharif     ,Sunflower
95424,Karnataka,SHIMOGA,Kharif     ,Urad
95425,Karnataka,SHIMOGA,Rabi       ,Dry chillies
95426,Karnataka,SHIMOGA,Rabi       ,Gram
95427,Karnataka,SHIMOGA,Rabi       ,Groundnut
95428,Karnataka,SHIMOGA,Rabi       ,Horse-gram
95429,Karnataka,SHIMOGA,Rabi       ,Jowar
95430,Karnataka,SHIMOGA,Rabi       ,Linseed
95431,Karnataka,SHIMOGA,Rabi       ,Maize
95432,Karnataka,SHIMOGA,Rabi       ,Moong(Green Gram)
95433,Karnataka,SHIMOGA,Rabi       ,Other  Rabi pulses
95434,Karnataka,SHIMOGA,Rabi       ,Sunflower
95435,Karnataka,SHIMOGA,Rabi       ,Urad
95436,Karnataka,SHIMOGA,Summer     ,Dry chillies
95437,Karnataka,SHIMOGA,Summer     ,Jowar
95438,Karnataka,SHIMOGA,Summer     ,Maize
95439,Karnataka,SHIMOGA,Summer     ,Ragi
95440,Karnataka,SHIMOGA,Summer     ,Rice
95441,Karnataka,SHIMOGA,Summer     ,Sunflower
95442,Karnataka,SHIMOGA,Whole Year ,Arecanut
95443,Karnataka,SHIMOGA,Whole Year ,Banana
95444,Karnataka,SHIMOGA,Whole Year ,Black pepper
95445,Karnataka,SHIMOGA,Whole Year ,Cardamom
95446,Karnataka,SHIMOGA,Whole Year ,Coconut 
95447,Karnataka,SHIMOGA,Whole Year ,Cotton(lint)
95448,Karnataka,SHIMOGA,Whole Year ,Dry ginger
95449,Karnataka,SHIMOGA,Whole Year ,Sugarcane
95450,Karnataka,SHIMOGA,Whole Year ,Tobacco
95451,Karnataka,SHIMOGA,Whole Year ,Turmeric
95452,Karnataka,SHIMOGA,Kharif     ,Arhar/Tur
95453,Karnataka,SHIMOGA,Kharif     ,Castor seed
95454,Karnataka,SHIMOGA,Kharif     ,Dry chillies
95455,Karnataka,SHIMOGA,Kharif     ,Groundnut
95456,Karnataka,SHIMOGA,Kharif     ,Horse-gram
95457,Karnataka,SHIMOGA,Kharif     ,Jowar
95458,Karnataka,SHIMOGA,Kharif     ,Maize
95459,Karnataka,SHIMOGA,Kharif     ,Moong(Green Gram)
95460,Karnataka,SHIMOGA,Kharif     ,Niger seed
95461,Karnataka,SHIMOGA,Kharif     ,Onion
95462,Karnataka,SHIMOGA,Kharif     ,Other Kharif pulses
95463,Karnataka,SHIMOGA,Kharif     ,Potato
95464,Karnataka,SHIMOGA,Kharif     ,Ragi
95465,Karnataka,SHIMOGA,Kharif     ,Rice
95466,Karnataka,SHIMOGA,Kharif     ,Sesamum
95467,Karnataka,SHIMOGA,Kharif     ,Sunflower
95468,Karnataka,SHIMOGA,Kharif     ,Urad
95469,Karnataka,SHIMOGA,Rabi       ,Dry chillies
95470,Karnataka,SHIMOGA,Rabi       ,Gram
95471,Karnataka,SHIMOGA,Rabi       ,Groundnut
95472,Karnataka,SHIMOGA,Rabi       ,Horse-gram
95473,Karnataka,SHIMOGA,Rabi       ,Jowar
95474,Karnataka,SHIMOGA,Rabi       ,Linseed
95475,Karnataka,SHIMOGA,Rabi       ,Maize
95476,Karnataka,SHIMOGA,Rabi       ,Moong(Green Gram)
95477,Karnataka,SHIMOGA,Rabi       ,Onion
95478,Karnataka,SHIMOGA,Rabi       ,Other  Rabi pulses
95479,Karnataka,SHIMOGA,Rabi       ,Sunflower
95480,Karnataka,SHIMOGA,Rabi       ,Urad
95481,Karnataka,SHIMOGA,Summer     ,Dry chillies
95482,Karnataka,SHIMOGA,Summer     ,Jowar
95483,Karnataka,SHIMOGA,Summer     ,Maize
95484,Karnataka,SHIMOGA,Summer     ,Onion
95485,Karnataka,SHIMOGA,Summer     ,Ragi
95486,Karnataka,SHIMOGA,Summer     ,Rice
95487,Karnataka,SHIMOGA,Summer     ,Sunflower
95488,Karnataka,SHIMOGA,Whole Year ,Arecanut
95489,Karnataka,SHIMOGA,Whole Year ,Banana
95490,Karnataka,SHIMOGA,Whole Year ,Black pepper
95491,Karnataka,SHIMOGA,Whole Year ,Cardamom
95492,Karnataka,SHIMOGA,Whole Year ,Cashewnut
95493,Karnataka,SHIMOGA,Whole Year ,Coconut 
95494,Karnataka,SHIMOGA,Whole Year ,Cotton(lint)
95495,Karnataka,SHIMOGA,Whole Year ,Dry ginger
95496,Karnataka,SHIMOGA,Whole Year ,Sugarcane
95497,Karnataka,SHIMOGA,Whole Year ,Tobacco
95498,Karnataka,SHIMOGA,Whole Year ,Turmeric
95499,Karnataka,SHIMOGA,Kharif     ,Arhar/Tur
95500,Karnataka,SHIMOGA,Kharif     ,Castor seed
95501,Karnataka,SHIMOGA,Kharif     ,Gram
95502,Karnataka,SHIMOGA,Kharif     ,Groundnut
95503,Karnataka,SHIMOGA,Kharif     ,Horse-gram
95504,Karnataka,SHIMOGA,Kharif     ,Jowar
95505,Karnataka,SHIMOGA,Kharif     ,Maize
95506,Karnataka,SHIMOGA,Kharif     ,Moong(Green Gram)
95507,Karnataka,SHIMOGA,Kharif     ,Niger seed
95508,Karnataka,SHIMOGA,Kharif     ,Onion
95509,Karnataka,SHIMOGA,Kharif     ,Other Kharif pulses
95510,Karnataka,SHIMOGA,Kharif     ,Ragi
95511,Karnataka,SHIMOGA,Kharif     ,Rice
95512,Karnataka,SHIMOGA,Kharif     ,Sesamum
95513,Karnataka,SHIMOGA,Kharif     ,Sunflower
95514,Karnataka,SHIMOGA,Kharif     ,Urad
95515,Karnataka,SHIMOGA,Rabi       ,Dry chillies
95516,Karnataka,SHIMOGA,Rabi       ,Gram
95517,Karnataka,SHIMOGA,Rabi       ,Groundnut
95518,Karnataka,SHIMOGA,Rabi       ,Horse-gram
95519,Karnataka,SHIMOGA,Rabi       ,Jowar
95520,Karnataka,SHIMOGA,Rabi       ,Linseed
95521,Karnataka,SHIMOGA,Rabi       ,Maize
95522,Karnataka,SHIMOGA,Rabi       ,Moong(Green Gram)
95523,Karnataka,SHIMOGA,Rabi       ,Other  Rabi pulses
95524,Karnataka,SHIMOGA,Rabi       ,Rapeseed &Mustard
95525,Karnataka,SHIMOGA,Rabi       ,Safflower
95526,Karnataka,SHIMOGA,Rabi       ,Sunflower
95527,Karnataka,SHIMOGA,Rabi       ,Urad
95528,Karnataka,SHIMOGA,Summer     ,Dry chillies
95529,Karnataka,SHIMOGA,Summer     ,Jowar
95530,Karnataka,SHIMOGA,Summer     ,Maize
95531,Karnataka,SHIMOGA,Summer     ,Ragi
95532,Karnataka,SHIMOGA,Summer     ,Rice
95533,Karnataka,SHIMOGA,Summer     ,Sunflower
95534,Karnataka,SHIMOGA,Whole Year ,Arecanut
95535,Karnataka,SHIMOGA,Whole Year ,Banana
95536,Karnataka,SHIMOGA,Whole Year ,Black pepper
95537,Karnataka,SHIMOGA,Whole Year ,Cardamom
95538,Karnataka,SHIMOGA,Whole Year ,Cashewnut
95539,Karnataka,SHIMOGA,Whole Year ,Coconut 
95540,Karnataka,SHIMOGA,Whole Year ,Cotton(lint)
95541,Karnataka,SHIMOGA,Whole Year ,Dry ginger
95542,Karnataka,SHIMOGA,Whole Year ,Sugarcane
95543,Karnataka,SHIMOGA,Whole Year ,Tobacco
95544,Karnataka,SHIMOGA,Whole Year ,Turmeric
95545,Karnataka,SHIMOGA,Kharif     ,Arhar/Tur
95546,Karnataka,SHIMOGA,Kharif     ,Castor seed
95547,Karnataka,SHIMOGA,Kharif     ,Cotton(lint)
95548,Karnataka,SHIMOGA,Kharif     ,Cowpea(Lobia)
95549,Karnataka,SHIMOGA,Kharif     ,Dry chillies
95550,Karnataka,SHIMOGA,Kharif     ,Groundnut
95551,Karnataka,SHIMOGA,Kharif     ,Horse-gram
95552,Karnataka,SHIMOGA,Kharif     ,Jowar
95553,Karnataka,SHIMOGA,Kharif     ,Maize
95554,Karnataka,SHIMOGA,Kharif     ,Moong(Green Gram)
95555,Karnataka,SHIMOGA,Kharif     ,Niger seed
95556,Karnataka,SHIMOGA,Kharif     ,Other Kharif pulses
95557,Karnataka,SHIMOGA,Kharif     ,Peas & beans (Pulses)
95558,Karnataka,SHIMOGA,Kharif     ,Ragi
95559,Karnataka,SHIMOGA,Kharif     ,Rice
95560,Karnataka,SHIMOGA,Kharif     ,Sesamum
95561,Karnataka,SHIMOGA,Kharif     ,Soyabean
95562,Karnataka,SHIMOGA,Kharif     ,Urad
95563,Karnataka,SHIMOGA,Rabi       ,Cowpea(Lobia)
95564,Karnataka,SHIMOGA,Rabi       ,Dry chillies
95565,Karnataka,SHIMOGA,Rabi       ,Gram
95566,Karnataka,SHIMOGA,Rabi       ,Groundnut
95567,Karnataka,SHIMOGA,Rabi       ,Horse-gram
95568,Karnataka,SHIMOGA,Rabi       ,Jowar
95569,Karnataka,SHIMOGA,Rabi       ,Linseed
95570,Karnataka,SHIMOGA,Rabi       ,Maize
95571,Karnataka,SHIMOGA,Rabi       ,Moong(Green Gram)
95572,Karnataka,SHIMOGA,Rabi       ,Other  Rabi pulses
95573,Karnataka,SHIMOGA,Rabi       ,Rapeseed &Mustard
95574,Karnataka,SHIMOGA,Rabi       ,Sunflower
95575,Karnataka,SHIMOGA,Rabi       ,Urad
95576,Karnataka,SHIMOGA,Rabi       ,Wheat
95577,Karnataka,SHIMOGA,Summer     ,Dry chillies
95578,Karnataka,SHIMOGA,Summer     ,Jowar
95579,Karnataka,SHIMOGA,Summer     ,Maize
95580,Karnataka,SHIMOGA,Summer     ,Peas & beans (Pulses)
95581,Karnataka,SHIMOGA,Summer     ,Ragi
95582,Karnataka,SHIMOGA,Summer     ,Rice
95583,Karnataka,SHIMOGA,Summer     ,Sunflower
95584,Karnataka,SHIMOGA,Whole Year ,Arecanut
95585,Karnataka,SHIMOGA,Whole Year ,Banana
95586,Karnataka,SHIMOGA,Whole Year ,Black pepper
95587,Karnataka,SHIMOGA,Whole Year ,Cardamom
95588,Karnataka,SHIMOGA,Whole Year ,Cashewnut
95589,Karnataka,SHIMOGA,Whole Year ,Coconut 
95590,Karnataka,SHIMOGA,Whole Year ,Dry ginger
95591,Karnataka,SHIMOGA,Whole Year ,Sugarcane
95592,Karnataka,SHIMOGA,Whole Year ,Tapioca
95593,Karnataka,SHIMOGA,Whole Year ,Tobacco
95594,Karnataka,SHIMOGA,Whole Year ,Turmeric
95595,Karnataka,SHIMOGA,Kharif     ,Arhar/Tur
95596,Karnataka,SHIMOGA,Kharif     ,Castor seed
95597,Karnataka,SHIMOGA,Kharif     ,Cotton(lint)
95598,Karnataka,SHIMOGA,Kharif     ,Cowpea(Lobia)
95599,Karnataka,SHIMOGA,Kharif     ,Dry chillies
95600,Karnataka,SHIMOGA,Kharif     ,Groundnut
95601,Karnataka,SHIMOGA,Kharif     ,Horse-gram
95602,Karnataka,SHIMOGA,Kharif     ,Jowar
95603,Karnataka,SHIMOGA,Kharif     ,Maize
95604,Karnataka,SHIMOGA,Kharif     ,Moong(Green Gram)
95605,Karnataka,SHIMOGA,Kharif     ,Niger seed
95606,Karnataka,SHIMOGA,Kharif     ,Other Kharif pulses
95607,Karnataka,SHIMOGA,Kharif     ,Peas & beans (Pulses)
95608,Karnataka,SHIMOGA,Kharif     ,Ragi
95609,Karnataka,SHIMOGA,Kharif     ,Rice
95610,Karnataka,SHIMOGA,Kharif     ,Sesamum
95611,Karnataka,SHIMOGA,Kharif     ,Sunflower
95612,Karnataka,SHIMOGA,Kharif     ,Urad
95613,Karnataka,SHIMOGA,Rabi       ,Cowpea(Lobia)
95614,Karnataka,SHIMOGA,Rabi       ,Dry chillies
95615,Karnataka,SHIMOGA,Rabi       ,Gram
95616,Karnataka,SHIMOGA,Rabi       ,Groundnut
95617,Karnataka,SHIMOGA,Rabi       ,Horse-gram
95618,Karnataka,SHIMOGA,Rabi       ,Jowar
95619,Karnataka,SHIMOGA,Rabi       ,Linseed
95620,Karnataka,SHIMOGA,Rabi       ,Maize
95621,Karnataka,SHIMOGA,Rabi       ,Moong(Green Gram)
95622,Karnataka,SHIMOGA,Rabi       ,Other  Rabi pulses
95623,Karnataka,SHIMOGA,Rabi       ,Ragi
95624,Karnataka,SHIMOGA,Rabi       ,Rapeseed &Mustard
95625,Karnataka,SHIMOGA,Rabi       ,Safflower
95626,Karnataka,SHIMOGA,Rabi       ,Sunflower
95627,Karnataka,SHIMOGA,Rabi       ,Urad
95628,Karnataka,SHIMOGA,Summer     ,Dry chillies
95629,Karnataka,SHIMOGA,Summer     ,Jowar
95630,Karnataka,SHIMOGA,Summer     ,Maize
95631,Karnataka,SHIMOGA,Summer     ,Peas & beans (Pulses)
95632,Karnataka,SHIMOGA,Summer     ,Ragi
95633,Karnataka,SHIMOGA,Summer     ,Rice
95634,Karnataka,SHIMOGA,Summer     ,Sunflower
95635,Karnataka,SHIMOGA,Whole Year ,Arecanut
95636,Karnataka,SHIMOGA,Whole Year ,Banana
95637,Karnataka,SHIMOGA,Whole Year ,Black pepper
95638,Karnataka,SHIMOGA,Whole Year ,Cardamom
95639,Karnataka,SHIMOGA,Whole Year ,Cashewnut
95640,Karnataka,SHIMOGA,Whole Year ,Coconut 
95641,Karnataka,SHIMOGA,Whole Year ,Dry ginger
95642,Karnataka,SHIMOGA,Whole Year ,Sugarcane
95643,Karnataka,SHIMOGA,Whole Year ,Tapioca
95644,Karnataka,SHIMOGA,Whole Year ,Tobacco
95645,Karnataka,SHIMOGA,Whole Year ,Turmeric
95646,Karnataka,SHIMOGA,Kharif     ,Arhar/Tur
95647,Karnataka,SHIMOGA,Kharif     ,Castor seed
95648,Karnataka,SHIMOGA,Kharif     ,Cotton(lint)
95649,Karnataka,SHIMOGA,Kharif     ,Cowpea(Lobia)
95650,Karnataka,SHIMOGA,Kharif     ,Dry chillies
95651,Karnataka,SHIMOGA,Kharif     ,Groundnut
95652,Karnataka,SHIMOGA,Kharif     ,Horse-gram
95653,Karnataka,SHIMOGA,Kharif     ,Jowar
95654,Karnataka,SHIMOGA,Kharif     ,Maize
95655,Karnataka,SHIMOGA,Kharif     ,Moong(Green Gram)
95656,Karnataka,SHIMOGA,Kharif     ,Niger seed
95657,Karnataka,SHIMOGA,Kharif     ,Other Kharif pulses
95658,Karnataka,SHIMOGA,Kharif     ,Ragi
95659,Karnataka,SHIMOGA,Kharif     ,Rice
95660,Karnataka,SHIMOGA,Kharif     ,Sesamum
95661,Karnataka,SHIMOGA,Kharif     ,Sunflower
95662,Karnataka,SHIMOGA,Kharif     ,Urad
95663,Karnataka,SHIMOGA,Rabi       ,Cowpea(Lobia)
95664,Karnataka,SHIMOGA,Rabi       ,Dry chillies
95665,Karnataka,SHIMOGA,Rabi       ,Gram
95666,Karnataka,SHIMOGA,Rabi       ,Groundnut
95667,Karnataka,SHIMOGA,Rabi       ,Horse-gram
95668,Karnataka,SHIMOGA,Rabi       ,Jowar
95669,Karnataka,SHIMOGA,Rabi       ,Linseed
95670,Karnataka,SHIMOGA,Rabi       ,Maize
95671,Karnataka,SHIMOGA,Rabi       ,Moong(Green Gram)
95672,Karnataka,SHIMOGA,Rabi       ,Other  Rabi pulses
95673,Karnataka,SHIMOGA,Rabi       ,Ragi
95674,Karnataka,SHIMOGA,Rabi       ,Safflower
95675,Karnataka,SHIMOGA,Rabi       ,Sunflower
95676,Karnataka,SHIMOGA,Rabi       ,Urad
95677,Karnataka,SHIMOGA,Summer     ,Cowpea(Lobia)
95678,Karnataka,SHIMOGA,Summer     ,Dry chillies
95679,Karnataka,SHIMOGA,Summer     ,Groundnut
95680,Karnataka,SHIMOGA,Summer     ,Jowar
95681,Karnataka,SHIMOGA,Summer     ,Maize
95682,Karnataka,SHIMOGA,Summer     ,Ragi
95683,Karnataka,SHIMOGA,Summer     ,Rice
95684,Karnataka,SHIMOGA,Summer     ,Sunflower
95685,Karnataka,SHIMOGA,Whole Year ,Arecanut
95686,Karnataka,SHIMOGA,Whole Year ,Black pepper
95687,Karnataka,SHIMOGA,Whole Year ,Cardamom
95688,Karnataka,SHIMOGA,Whole Year ,Cashewnut
95689,Karnataka,SHIMOGA,Whole Year ,Coconut 
95690,Karnataka,SHIMOGA,Whole Year ,Coriander
95691,Karnataka,SHIMOGA,Whole Year ,Dry ginger
95692,Karnataka,SHIMOGA,Whole Year ,Sugarcane
95693,Karnataka,SHIMOGA,Whole Year ,Tobacco
95694,Karnataka,SHIMOGA,Whole Year ,Turmeric
95695,Karnataka,SHIMOGA,Kharif     ,Arhar/Tur
95696,Karnataka,SHIMOGA,Kharif     ,Bajra
95697,Karnataka,SHIMOGA,Kharif     ,Castor seed
95698,Karnataka,SHIMOGA,Kharif     ,Cotton(lint)
95699,Karnataka,SHIMOGA,Kharif     ,Cowpea(Lobia)
95700,Karnataka,SHIMOGA,Kharif     ,Dry chillies
95701,Karnataka,SHIMOGA,Kharif     ,Groundnut
95702,Karnataka,SHIMOGA,Kharif     ,Horse-gram
95703,Karnataka,SHIMOGA,Kharif     ,Jowar
95704,Karnataka,SHIMOGA,Kharif     ,Maize
95705,Karnataka,SHIMOGA,Kharif     ,Moong(Green Gram)
95706,Karnataka,SHIMOGA,Kharif     ,Niger seed
95707,Karnataka,SHIMOGA,Kharif     ,Other Kharif pulses
95708,Karnataka,SHIMOGA,Kharif     ,Ragi
95709,Karnataka,SHIMOGA,Kharif     ,Rice
95710,Karnataka,SHIMOGA,Kharif     ,Sesamum
95711,Karnataka,SHIMOGA,Kharif     ,Sunflower
95712,Karnataka,SHIMOGA,Rabi       ,Cowpea(Lobia)
95713,Karnataka,SHIMOGA,Rabi       ,Dry chillies
95714,Karnataka,SHIMOGA,Rabi       ,Gram
95715,Karnataka,SHIMOGA,Rabi       ,Horse-gram
95716,Karnataka,SHIMOGA,Rabi       ,Jowar
95717,Karnataka,SHIMOGA,Rabi       ,Linseed
95718,Karnataka,SHIMOGA,Rabi       ,Maize
95719,Karnataka,SHIMOGA,Rabi       ,Moong(Green Gram)
95720,Karnataka,SHIMOGA,Rabi       ,Other  Rabi pulses
95721,Karnataka,SHIMOGA,Rabi       ,Safflower
95722,Karnataka,SHIMOGA,Rabi       ,Sunflower
95723,Karnataka,SHIMOGA,Rabi       ,Urad
95724,Karnataka,SHIMOGA,Summer     ,Cotton(lint)
95725,Karnataka,SHIMOGA,Summer     ,Cowpea(Lobia)
95726,Karnataka,SHIMOGA,Summer     ,Dry chillies
95727,Karnataka,SHIMOGA,Summer     ,Groundnut
95728,Karnataka,SHIMOGA,Summer     ,Jowar
95729,Karnataka,SHIMOGA,Summer     ,Maize
95730,Karnataka,SHIMOGA,Summer     ,Potato
95731,Karnataka,SHIMOGA,Summer     ,Ragi
95732,Karnataka,SHIMOGA,Summer     ,Rice
95733,Karnataka,SHIMOGA,Summer     ,Sunflower
95734,Karnataka,SHIMOGA,Whole Year ,Arecanut
95735,Karnataka,SHIMOGA,Whole Year ,Black pepper
95736,Karnataka,SHIMOGA,Whole Year ,Cardamom
95737,Karnataka,SHIMOGA,Whole Year ,Cashewnut
95738,Karnataka,SHIMOGA,Whole Year ,Coconut 
95739,Karnataka,SHIMOGA,Whole Year ,Dry ginger
95740,Karnataka,SHIMOGA,Whole Year ,Sugarcane
95741,Karnataka,SHIMOGA,Whole Year ,Tobacco
95742,Karnataka,SHIMOGA,Whole Year ,Turmeric
95743,Karnataka,SHIMOGA,Kharif     ,Arhar/Tur
95744,Karnataka,SHIMOGA,Kharif     ,Bajra
95745,Karnataka,SHIMOGA,Kharif     ,Cotton(lint)
95746,Karnataka,SHIMOGA,Kharif     ,Cowpea(Lobia)
95747,Karnataka,SHIMOGA,Kharif     ,Dry chillies
95748,Karnataka,SHIMOGA,Kharif     ,Groundnut
95749,Karnataka,SHIMOGA,Kharif     ,Horse-gram
95750,Karnataka,SHIMOGA,Kharif     ,Jowar
95751,Karnataka,SHIMOGA,Kharif     ,Maize
95752,Karnataka,SHIMOGA,Kharif     ,Moong(Green Gram)
95753,Karnataka,SHIMOGA,Kharif     ,Niger seed
95754,Karnataka,SHIMOGA,Kharif     ,Other Kharif pulses
95755,Karnataka,SHIMOGA,Kharif     ,Ragi
95756,Karnataka,SHIMOGA,Kharif     ,Rice
95757,Karnataka,SHIMOGA,Kharif     ,Sesamum
95758,Karnataka,SHIMOGA,Kharif     ,Sunflower
95759,Karnataka,SHIMOGA,Kharif     ,Urad
95760,Karnataka,SHIMOGA,Rabi       ,Cowpea(Lobia)
95761,Karnataka,SHIMOGA,Rabi       ,Dry chillies
95762,Karnataka,SHIMOGA,Rabi       ,Gram
95763,Karnataka,SHIMOGA,Rabi       ,Horse-gram
95764,Karnataka,SHIMOGA,Rabi       ,Jowar
95765,Karnataka,SHIMOGA,Rabi       ,Maize
95766,Karnataka,SHIMOGA,Rabi       ,Moong(Green Gram)
95767,Karnataka,SHIMOGA,Rabi       ,Other  Rabi pulses
95768,Karnataka,SHIMOGA,Rabi       ,Safflower
95769,Karnataka,SHIMOGA,Rabi       ,Sunflower
95770,Karnataka,SHIMOGA,Rabi       ,Urad
95771,Karnataka,SHIMOGA,Summer     ,Cowpea(Lobia)
95772,Karnataka,SHIMOGA,Summer     ,Dry chillies
95773,Karnataka,SHIMOGA,Summer     ,Groundnut
95774,Karnataka,SHIMOGA,Summer     ,Jowar
95775,Karnataka,SHIMOGA,Summer     ,Rice
95776,Karnataka,SHIMOGA,Whole Year ,Arecanut
95777,Karnataka,SHIMOGA,Whole Year ,Black pepper
95778,Karnataka,SHIMOGA,Whole Year ,Cardamom
95779,Karnataka,SHIMOGA,Whole Year ,Cashewnut
95780,Karnataka,SHIMOGA,Whole Year ,Coconut 
95781,Karnataka,SHIMOGA,Whole Year ,Coriander
95782,Karnataka,SHIMOGA,Whole Year ,Dry ginger
95783,Karnataka,SHIMOGA,Whole Year ,Sugarcane
95784,Karnataka,SHIMOGA,Whole Year ,Tobacco
95785,Karnataka,SHIMOGA,Whole Year ,Turmeric
95786,Karnataka,TUMKUR,Kharif     ,Arhar/Tur
95787,Karnataka,TUMKUR,Kharif     ,Bajra
95788,Karnataka,TUMKUR,Kharif     ,Dry chillies
95789,Karnataka,TUMKUR,Kharif     ,Dry ginger
95790,Karnataka,TUMKUR,Kharif     ,Groundnut
95791,Karnataka,TUMKUR,Kharif     ,Horse-gram
95792,Karnataka,TUMKUR,Kharif     ,Jowar
95793,Karnataka,TUMKUR,Kharif     ,Maize
95794,Karnataka,TUMKUR,Kharif     ,Paddy
95795,Karnataka,TUMKUR,Kharif     ,Ragi
95796,Karnataka,TUMKUR,Kharif     ,Rice
95797,Karnataka,TUMKUR,Rabi       ,Dry chillies
95798,Karnataka,TUMKUR,Rabi       ,Groundnut
95799,Karnataka,TUMKUR,Rabi       ,Horse-gram
95800,Karnataka,TUMKUR,Rabi       ,Jowar
95801,Karnataka,TUMKUR,Rabi       ,Maize
95802,Karnataka,TUMKUR,Rabi       ,Paddy
95803,Karnataka,TUMKUR,Rabi       ,Ragi
